Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2013-14,2014-15,2015-16,2016-17,2017-18,Source document,Source table,URL
"Justitsministeriet","Fællesudgifter","Centralstyrelsen","Reserver og budgetregulering",Expense type,Appropriation type,"Lønsumsreserve",0,3500,6800,5600,4100,<a href="javascript:visAnm('153111179')">Se anmærkninger,link</a>,
"Justitsministeriet","Fællesudgifter","Centralstyrelsen","Reserver og budgetregulering",Expense type,Appropriation type,"Reserve vedr. politiet (løn)",0,0,0,185700,181400,<a href="javascript:visAnm('153111179')">Se anmærkninger,link</a>,
"Justitsministeriet","Fællesudgifter","Centralstyrelsen","Reserver og budgetregulering",Expense type,Appropriation type,"Reserve vedr. politiet (øvrig drift)",0,0,0,43900,43000,<a href="javascript:visAnm('153111179')">Se anmærkninger,link</a>,
"Justitsministeriet","Fællesudgifter","Centralstyrelsen","Reserver og budgetregulering",Expense type,Appropriation type,"Reserve vedr. kriminalforsorgen (løn)",0,0,0,0,337400,<a href="javascript:visAnm('153111179')">Se anmærkninger,link</a>,
"Justitsministeriet","Fællesudgifter","Centralstyrelsen","Reserver og budgetregulering",Expense type,Appropriation type,"Reserve vedr. kriminalforsorgen (øvrig drift)",0,0,0,0,101700,<a href="javascript:visAnm('153111179')">Se anmærkninger,link</a>,
"Justitsministeriet","Fællesudgifter","Centralstyrelsen","Reserver og budgetregulering",Expense type,Appropriation type,"Det kommunale lov- og cirkulæreprogram",0,2700,2700,2700,100,<a href="javascript:visAnm('153111179')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Fællesudgifter","Strafferetspleje mv.",Expense type,Appropriation type,"Strafferetsplejen mv.",494800,477300,482100,482100,482100,<a href="javascript:visAnm('153112121')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Politiet og den lokale anklagemyndighed mv.",Expense type,Appropriation type,"Almindelig virksomhed",8224300,8354000,8357700,7889400,7725200,<a href="javascript:visAnm('153112301')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Politiet og den lokale anklagemyndighed mv.",Expense type,Appropriation type,"Erstatninger",23700,24000,24200,24200,24200,<a href="javascript:visAnm('153112301')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Politiet og den lokale anklagemyndighed mv.",Expense type,Appropriation type,"Diverse tilskud",5700,5800,5900,5900,5900,<a href="javascript:visAnm('153112301')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Politiet og den lokale anklagemyndighed mv.",Expense type,Appropriation type,"Politiets internationale beredskab",22700,0,0,0,0,<a href="javascript:visAnm('153112301')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Radiokommunikation",Expense type,Appropriation type,"Drift af radionettet",90600,67800,67400,70600,69100,<a href="javascript:visAnm('153112303')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Radiokommunikation",Expense type,Appropriation type,"Adgang til radionetværk",52400,52400,52400,52400,52400,<a href="javascript:visAnm('153112303')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Radiokommunikation",Expense type,Appropriation type,"Implementeringsreserve",4500,32600,5700,0,0,<a href="javascript:visAnm('153112303')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Den Centrale Anklagemyndighed",Expense type,Appropriation type,"Almindelig virksomhed",301900,303700,306200,300600,294700,<a href="javascript:visAnm('153112304')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Erstatn. i anledn. af strafferetlig forfølgn.",Expense type,Appropriation type,"Erstatninger",31300,27300,31600,31600,31600,<a href="javascript:visAnm('153112306')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Erstatning til ofre for forbrydelser",Expense type,Appropriation type,"Erstatn. t. ofre for forbryd., LBK 688 2004",183300,190700,192600,192600,192600,<a href="javascript:visAnm('153112311')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Det Kriminalpræventive Råd",Expense type,Appropriation type,"Det Kriminalpræventive Råd",8200,9200,11200,6800,4500,<a href="javascript:visAnm('153112313')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Rådet for Sikker Trafik",Expense type,Appropriation type,"Rådet for Sikker Trafik",16300,16400,16600,16600,16600,<a href="javascript:visAnm('153112314')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Udlændingesager",Expense type,Appropriation type,"Udlændingesager",39900,30200,28800,35400,34400,<a href="javascript:visAnm('153112315')">Se anmærkninger,link</a>,
"Justitsministeriet","Politivæsenet","Politi","Politiets Efterretningstjeneste",Expense type,Appropriation type,"Almindelig virksomhed",555400,558900,560100,549100,538100,<a href="javascript:visAnm('153112316')">Se anmærkninger,link</a>,
"Justitsministeriet","Kriminalforsorg","Kriminalforsorg","Direktoratet for Kriminalforsorgen",Expense type,Appropriation type,"Almindelig virksomhed",135700,141600,144100,144100,112600,<a href="javascript:visAnm('153113101')">Se anmærkninger,link</a>,
"Justitsministeriet","Kriminalforsorg","Kriminalforsorg","Direktoratet for Kriminalforsorgen",Expense type,Appropriation type,"Idrætsforeninger mv.",1600,1600,1600,1600,1600,<a href="javascript:visAnm('153113101')">Se anmærkninger,link</a>,
"Justitsministeriet","Kriminalforsorg","Kriminalforsorg","Direktoratet for Kriminalforsorgen",Expense type,Appropriation type,"Erstatninger",100,100,100,100,100,<a href="javascript:visAnm('153113101')">Se anmærkninger,link</a>,
"Justitsministeriet","Kriminalforsorg","Kriminalforsorg","Kriminalforsorgen i anstalter og frihed",Expense type,Appropriation type,"Almindelig virksomhed",2858900,2864000,2939100,2919800,2386500,<a href="javascript:visAnm('153113103')">Se anmærkninger,link</a>,
"Justitsministeriet","Kriminalforsorg","Kriminalforsorg","Kriminalforsorgen i anstalter og frihed",Expense type,Appropriation type,"It til udlændingesagskæden",50700,49100,50700,46500,45400,<a href="javascript:visAnm('153113103')">Se anmærkninger,link</a>,
"Justitsministeriet","Kriminalforsorg","Kriminalforsorg","Det fælles europæiske visuminformationssystem",Expense type,Appropriation type,"Udvikling og drift af visuminformationssystem",7800,10400,8500,8400,8300,<a href="javascript:visAnm('153113104')">Se anmærkninger,link</a>,
"Justitsministeriet","Retsvæsenet","Fællesudgifter","Domstolsstyrelsen",Expense type,Appropriation type,"Almindelig virksomhed",69800,68700,69800,69800,68300,<a href="javascript:visAnm('153114101')">Se anmærkninger,link</a>,
"Justitsministeriet","Retsvæsenet","Fællesudgifter","Domstolsstyrelsen",Expense type,Appropriation type,"Domstolsstyrelsens bestyrelse",1500,1500,1500,1500,1500,<a href="javascript:visAnm('153114101')">Se anmærkninger,link</a>,
"Justitsministeriet","Retsvæsenet","Fællesudgifter","Domstolsstyrelsen",Expense type,Appropriation type,"Dommerudn.rådene for DK, Færøerne og Grønland",800,800,800,800,800,<a href="javascript:visAnm('153114101')">Se anmærkninger,link</a>,
"Justitsministeriet","Retsvæsenet","Fællesudgifter","Retterne",Expense type,Appropriation type,"Almindelig virksomhed",1592400,1582000,1614800,1605100,1615400,<a href="javascript:visAnm('153114102')">Se anmærkninger,link</a>,
"Justitsministeriet","Retsvæsenet","Fællesudgifter","Retterne",Expense type,Appropriation type,"Diverse tilskud",900,0,0,0,0,<a href="javascript:visAnm('153114102')">Se anmærkninger,link</a>,
"Justitsministeriet","Retsvæsenet","Fællesudgifter","Procesbevillingsnævnet",Expense type,Appropriation type,"Almindelig virksomhed",17400,17300,19300,19100,18900,<a href="javascript:visAnm('153114104')">Se anmærkninger,link</a>,
"Justitsministeriet","Retsvæsenet","Fællesudgifter","Tinglysning",Expense type,Appropriation type,"Tinglysning",100800,99800,99600,98500,97600,<a href="javascript:visAnm('153114105')">Se anmærkninger,link</a>,
"Justitsministeriet","Retsvæsenet","Fællesudgifter","Tinglysning",Expense type,Appropriation type,"Udvikling af digitalt tinglysningssystem",14100,14100,14100,14100,14100,<a href="javascript:visAnm('153114105')">Se anmærkninger,link</a>,
"Justitsministeriet","Retsvæsenet","Sagsudgifter","Sagsgodtgørelser mv.",Expense type,Appropriation type,"Sagsgodtgørelser mv.",89300,93400,90100,87700,87700,<a href="javascript:visAnm('153114201')">Se anmærkninger,link</a>,
"Justitsministeriet","Retsvæsenet","Sagsudgifter","Fri proces og udgifter til advokathjælp",Expense type,Appropriation type,"Fri proces og udgifter til advokathjælp",475000,470300,475000,475000,475000,<a href="javascript:visAnm('153114202')">Se anmærkninger,link</a>,
"Justitsministeriet","Retsvæsenet","Sagsudgifter","Erstatninger",Expense type,Appropriation type,"Erstatninger",6400,2800,2800,2800,2800,<a href="javascript:visAnm('153114203')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Udlændingestyrelsen",Expense type,Appropriation type,"Almindelig virksomhed",214800,233500,339400,204100,200000,<a href="javascript:visAnm('153115101')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Udlændingestyrelsen",Expense type,Appropriation type,"Særlige sagsomkostninger",22500,27600,56900,22700,22700,<a href="javascript:visAnm('153115101')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Udlændingestyrelsen",Expense type,Appropriation type,"Drift af indvandringsprøven",500,500,1500,500,400,<a href="javascript:visAnm('153115101')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Udlændingestyrelsen",Expense type,Appropriation type,"Udflytning",20200,14000,9000,19000,19000,<a href="javascript:visAnm('153115101')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Drift og tilpasning af indkvarteringssystemet",Expense type,Appropriation type,"Husleje og ejendomsudgifter",92000,110300,206300,64600,64600,<a href="javascript:visAnm('153115120')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Drift og tilpasning af indkvarteringssystemet",Expense type,Appropriation type,"Bygningsmæssig drift og vedligeholdelse mv.",155100,91300,437600,137300,137300,<a href="javascript:visAnm('153115120')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Drift og tilpasning af indkvarteringssystemet",Expense type,Appropriation type,"Øvr. driftudg. vedr. drift af indkv.systemet",107500,142900,123900,38900,38900,<a href="javascript:visAnm('153115120')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Drift og tilpasning af indkvarteringssystemet",Expense type,Appropriation type,"Tilpasninger af indkvarteringssystemet",20200,20500,415400,46100,46100,<a href="javascript:visAnm('153115120')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Drift og tilpasning af indkvarteringssystemet",Expense type,Appropriation type,"Opretholdelse af fysisk beredskab",500,500,500,500,500,<a href="javascript:visAnm('153115120')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Drift og tilpasning af indkvarteringssystemet",Expense type,Appropriation type,"Diverse indtægter og udgifter",19200,21100,79900,37600,37600,<a href="javascript:visAnm('153115120')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Kontante ydelser mv. til asylansøgere m.fl.",Expense type,Appropriation type,"Grundydelser til asylansøgere",75200,70600,242200,48200,48200,<a href="javascript:visAnm('153115121')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Kontante ydelser mv. til asylansøgere m.fl.",Expense type,Appropriation type,"Forsørgertillæg til asylansøgere",31700,22300,86700,16000,16000,<a href="javascript:visAnm('153115121')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Kontante ydelser mv. til asylansøgere m.fl.",Expense type,Appropriation type,"Tillægsydelser til asylansøgere",27800,27900,136600,22100,22100,<a href="javascript:visAnm('153115121')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Kontante ydelser mv. til asylansøgere m.fl.",Expense type,Appropriation type,"Naturalieydelser til asylansøgere",1100,1400,1400,1200,1200,<a href="javascript:visAnm('153115121')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Kontante ydelser mv. til asylansøgere m.fl.",Expense type,Appropriation type,"Naturalieydelser i modtagesystemet",25200,32900,73200,34500,34500,<a href="javascript:visAnm('153115121')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Indkvartering og underhold af asylansøgere",Expense type,Appropriation type,"Opholdscentre",222900,96800,620400,143800,143800,<a href="javascript:visAnm('153115122')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Indkvartering og underhold af asylansøgere",Expense type,Appropriation type,"Opholdscentre - afviste asylansøgere",0,0,24100,24700,24700,<a href="javascript:visAnm('153115122')">Se anmærkninger,link</a>,
"Justitsministeriet","Udlændinge","Udgifter vedrørende udlændinge","Indkvartering og underhold af asylansøgere",Expense type,Appropriation type,"Omsorgscentre",28900,28600,83400,28900,28900,<a href="javascript:visAnm('153115122')">Se anmærkninger,link</a>,
